Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15902.73205,16709.58703,17503.5938,18182.00511,19308.21565,20353.00576,22546.46144,24181.7036,25832.25087,25121.90937,26201.65429,27787.7854,28538.27267,29847.1167,30608.16099,31052.99005,32464.18765,34211.11534,35920.98951,38545.95434,38031.3735,42315.38515,47156.37546,48948.31808,51720.63214
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5728.252499,5998.875086,6281.522152,6475.065973,6980.091264,7457.465536,7884.516936,8112.448245,8662.607363,8662.106727,8968.940408,9768.692011,10244.51778,11295.61278,11835.60913,10877.75075,10881.48907,11793.47974,12186.88461,12543.01482,11526.8013,13507.44456,15198.07256,15918.51629,15840.26686
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5451.51567,5650.051962,5752.697081,5928.079453,6207.124922,6554.128851,7079.028085,7640.572286,8190.709132,8465.020524,8837.7645,8988.107819,10342.43171,10511.39317,10256.43676,10903.33682,10665.66765,11124.73511,12329.24468,13363.7327,15231.86542,15579.01609,17526.8017,18524.8393,19094.14494
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25148.09311,26346.01601,27384.53358,27856.58461,28955.96727,29985.34238,32467.29718,34362.97839,35655.77577,34777.33486,35748.57686,37441.347,37786.17205,39064.59887,40118.28075,41247.2236,43732.07938,45832.53142,47721.52942,51240.68717,49691.29473,54187.8842,60007.01448,61570.38814,64858.37416
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1557.875802,1683.684419,1701.695237,1620.85093,1620.764029,1674.070055,1682.238942,1727.093442,1546.927475,1576.742846,1599.191061,1742.32363,,,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,21577.59731,22954.82049,24377.84171,25060.51538,26163.30462,27629.7077,30755.29879,32537.34354,33349.94258,32201.47735,31808.21799,32015.5752,31869.78398,32613.68918,33760.95556,35238.06914,37612.71887,39825.24981,41015.15658,44042.75758,39327.84793,44251.66582,50468.09669,53224.8382,56877.6411
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9422.497065,10309.99788,11666.66496,13136.71851,14539.97108,16638.07797,19348.38686,22201.35438,22803.51947,20478.25248,21616.71224,24652.36103,26242.52827,27831.15262,29403.65845,29720.59112,31947.77691,34506.64869,37120.98798,40586.37844,40672.13404,44251.5375,47802.00731,46790.27002,49321.045
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,473.9033135,509.1193018,509.1263141,492.8407554,557.8256348,624.5106924,692.8669077,770.2611552,844.98838,899.1409018,995.6539786,1098.115157,1178.974746,1252.868964,1484.631456,1632.61818,1857.549465,2004.747556,2095.317578,2242.444883,2406.789385,2588.413102,2844.922745,3060.90503,3287.534922
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22106.72557,23211.90567,24228.05068,24757.57974,25920.15912,26893.74251,29226.86373,31140.10625,32596.62072,31949.64418,33014.10653,34682.13098,35128.26438,36309.54294,37383.90627,38578.79098,40920.60845,43050.29638,45021.80779,48583.537,47566.49418,51969.96475,57583.73327,59071.97982,62455.21822
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2915.960979,3042.53204,3085.186687,3036.758509,3453.441104,3700.409599,3975.69094,4252.370779,4448.719038,4416.583961,4603.952528,4652.682693,4869.807338,5093.912399,5141.214324,4942.52579,4985.126803,5261.517633,5415.629866,5650.708825,5457.880468,5760.781911,5994.677531,6234.090526,6394.565913
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26777.11434,27801.02483,28596.26063,29046.40923,31199.29145,32047.70693,34447.7143,37844.29316,40081.22125,37968.66174,38950.55259,40845.95667,40739.11318,41325.80521,41547.09845,42269.22122,44562.40111,47234.85286,49248.67754,52276.11157,53296.57928,56790.37662,61347.15785,61612.94239,64288.55401
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5520.707563,5699.043228,5913.968751,6033.120303,6463.42457,6651.785592,6921.297628,6989.723092,7153.619145,7067.934821,7339.476852,7671.881038,8204.465655,8842.151739,10516.25971,11519.30122,11765.53799,12585.27772,12984.20727,12978.09904,10716.29144,10322.42796,12982.29145,14644.17738,15450.29933
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26001.8797,27349.74459,28350.09856,28027.67621,28925.12687,30431.23672,32430.44431,34067.46615,35053.26271,34666.95989,35911.54386,37510.37599,37671.02393,39583.35204,40218.12586,40916.10536,42880.23514,44469.14589,46381.05906,51130.47231,49481.80443,52517.33549,56082.59084,58245.49911,61290.42383
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,41160.10851,39330.59645,39766.5911,42133.21515,46196.84282,49780.8416,53198.41385,53684.36717,54318.30393,56416.23195,58933.13148,62223.44305,61650.85123,68426.79432,75265.65854,79694.92979,81908.77818
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2346.919053,2436.463173,2483.458252,2580.872517,2573.973016,2728.618002,2824.48254,2873.029771,2877.450971,2953.544617,3063.037519,3239.759283,3238.404861,3165.656857,3129.546941,3288.921607,3340.446393,3461.364608,3526.872878,3718.792084,3683.989815,3946.416081,4086.979801,4233.744926,4346.842497
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13326.11695,13555.62854,13369.12334,13564.18041,13637.6668,14028.35621,13637.25902,14391.24659,13733.70129,13383.56623,14014.69055,14784.34836,14619.71814,14497.99212,14853.67125,14306.43408,13997.73528,14796.62864,15432.04305,15949.63737,14477.13083,18523.5798,19992.55706,20755.66538,21510.17253
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26529.85217,27915.53044,29089.05368,30317.52431,32055.47176,32726.13319,34734.81602,35523.31159,36744.79136,35023.33231,36487.67185,37224.37876,38336.59618,39947.53696,41266.81978,42526.70036,44085.20256,46113.02117,47212.20452,50064.96056,48230.0477,51004.42717,58544.46954,57915.494,60620.38077
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3161.195825,3440.728179,3718.686933,4239.938414,4634.777576,5271.950953,5980.443905,6951.085843,7278.663122,7119.142791,7711.806839,8563.835549,10059.98206,10797.34233,11770.69894,12269.65289,13065.29416,13718.93787,15021.90576,16770.13338,16791.25987,18915.6534,22461.33264,25071.96773,28285.07328
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2315.17803,2397.30067,2475.096354,2584.477237,2729.344502,2903.83429,3103.226258,3241.220811,3515.589235,3617.239444,3855.468917,4381.125355,4933.652543,5214.569358,5517.131788,5191.370534,5011.079316,5170.960949,5536.497954,6002.550447,6047.301117,6607.502974,7208.15799,7556.416055,8019.997024
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1195.806115,1250.970597,1315.366694,1327.967765,1366.031602,1422.350882,1452.960832,1557.585849,1613.698845,1566.700892,1621.691611,1705.271104,1789.97473,1842.002277,1873.214131,1929.680913,2255.32618,2687.095048,2844.464277,3105.82789,3331.85663,3738.805126,4062.361364,4333.746173,4565.300789
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1731.338476,1822.979651,1743.694325,1849.78337,1978.632627,1938.023627,1930.818885,1985.040252,2088.271661,2177.053447,2266.828982,2064.253853,2064.814381,2006.740816,1933.703297,1990.316258,2012.676482,2038.954299,2277.442362,2421.723181,2530.804149,2777.79621,3067.310404,3289.132831,3475.612457
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1013.973492,1063.572283,1095.223058,1088.742657,1105.343228,1186.626314,1225.918246,1259.605607,1308.535567,1314.970787,1369.689171,1471.762799,1401.84994,1415.825119,1455.908137,1729.942603,1824.373098,2081.812872,2057.969691,2247.313037,2339.79327,2522.767643,2788.837739,2989.67236,3119.37157
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7420.393101,11626.72312,13254.82362,14496.17441,19354.21208,22137.04978,23511.39866,26610.76912,30522.77871,29722.00056,26167.82685,27241.60004,30011.92744,27909.51759,27177.27167,19478.70101,16649.47577,18434.77086,18413.12942,16451.36415,13677.11059,16821.44865,18139.98933,17411.50023,17566.76003
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18815.83579,20306.08784,21985.23454,23255.5642,24828.89794,25003.82975,28082.12488,28896.92107,30440.97091,29947.78681,27841.85914,25692.57409,24582.9742,25730.8809,26450.18133,26614.84838,27504.5498,28681.68156,29792.05925,31927.37922,29533.08774,33531.15511,38969.02217,41175.01501,44005.12893
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7305.724562,7282.70842,7620.673877,8469.087527,8605.823985,10016.34797,9876.616696,10727.67921,11000.75236,10303.34326,10344.38392,10591.74756,10575.10563,11199.40402,12228.64811,13214.40966,13977.50559,15041.45257,15974.85919,16446.11389,14361.12672,15290.2509,17543.98156,18970.74016,20177.80949
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29616.15974,30561.79983,30618.00279,32516.04137,35604.33906,38527.08503,42039.79379,44366.43152,48203.12306,48924.76408,50190.88179,50653.05859,52389.32535,52893.65036,56555.06907,55815.65029,58908.59077,60010.09829,61806.82713,64264.05646,64999.44357,69302.00888,75720.42982,78840.59784,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4714.966662,4821.545985,4969.257449,5081.380056,5263.446549,5486.27777,5833.386918,6238.339769,6434.507037,6376.741063,6510.099809,6784.44713,7258.316675,7699.945412,8236.659299,8934.002612,9201.42836,9560.177835,9946.802522,10755.8801,10947.37113,11825.14127,13014.01538,13745.36312,14368.66057
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5859.917919,6131.29683,6303.903722,6392.333158,6672.822994,6761.117984,7345.940282,8110.029999,8436.514384,8824.489602,9336.598302,10066.07298,10626.82567,11199.88747,11145.02912,11408.4739,11516.37983,12243.2226,12442.50872,13240.97138,16819.42287,22865.9271,39710.96956,54729.03652,80155.03939
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25055.7497,25964.23182,26896.52464,27948.39694,29615.65354,31231.70545,33584.34683,35408.36857,36732.94888,35760.65649,37235.84744,38983.43703,40134.82468,41554.24298,42613.03941,43123.45337,44292.22759,46230.59056,48504.23089,50890.44299,49883.04578,55480.52729,61070.33571,63460.3824,66462.64684
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28224.50902,28808.80792,29609.76669,31178.68301,34532.24916,38079.57268,41745.50162,45257.65161,46830.23848,45861.47752,49197.64693,52277.46644,52149.68127,53517.41955,54514.92681,56043.0427,56761.48241,59260.91318,60900.27529,61221.41954,58187.47641,65884.93763,68602.12579,71512.31936,75195.9866
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2587.422539,2645.254776,2714.56632,2820.714044,3001.296713,3203.95919,3437.622963,3664.088285,3806.347064,3655.797014,3757.546421,3900.711362,4016.346091,4137.326824,4460.057428,4845.595665,5186.158974,5620.654552,5633.383238,5784.930811,5384.69832,6202.980788,6805.493583,7178.339068,7486.018696
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1332.576056,1377.296791,1413.98011,1461.152875,1542.639173,1633.351451,1731.049979,1825.684517,1912.016841,1936.581949,2025.116902,2099.895288,2107.541356,2201.323872,2350.00965,2407.822531,2502.772784,2589.600126,2694.07641,2819.512036,2816.029474,3035.06077,3310.581126,3449.708579,3611.762588
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10672.256,11654.21353,12774.66952,13693.28851,14688.10291,15450.83721,17632.49974,19568.25264,21017.98033,20347.70826,20141.51821,21190.7925,21618.76716,22429.93988,22706.23699,23756.01349,25802.11126,27887.44091,29788.56964,33063.24373,31594.03316,36930.21902,41958.27423,46267.65411,48816.948
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2228.501336,2229.843967,2247.978966,2330.918739,2322.197868,2427.448086,2503.659327,2647.495386,2724.459228,2855.159714,2694.911041,2858.19646,2830.190806,3042.497069,3075.738438,3025.834617,3253.471786,3339.388847,3196.973864,3236.974925,3103.180663,3145.006811,3275.407181,3291.738179,3193.671364
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11869.13159,13224.13655,14532.30752,15461.93247,16252.83064,17091.27613,18365.91718,19089.99027,20708.76151,20680.67243,21693.40207,22992.21847,23205.31067,24591.63805,25796.2101,26944.95977,28178.94504,29728.01216,32258.25779,35627.23155,35583.58557,38887.19095,44012.26773,45367.59835,47637.13599
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4503.801485,4723.574904,4955.415934,5291.060595,5797.056258,6346.354605,7085.562874,7836.141971,8453.811217,8686.574324,9370.886798,10087.66533,10711.62654,11221.907,11574.86321,11696.99004,12150.51271,12816.65873,13717.03822,14534.92136,14582.30793,16457.40271,18303.90886,19805.45654,21078.25913
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3912.530915,4094.15485,4287.864766,4561.675881,4978.697546,5429.302572,6024.40922,6623.98714,7111.38988,7297.37062,7835.870188,8393.47179,8874.520776,9286.750167,9585.134884,9682.595296,10026.99765,10550.93592,11229.95773,11860.39889,11867.40507,13279.41011,14706.21325,15814.54752,16755.10487
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1839.675147,1914.734206,2006.473457,2101.06913,2252.491255,2412.956518,2579.310322,2742.507301,2870.270249,2966.362822,3112.434427,3245.479382,3356.232437,3530.451523,3728.387296,3818.710983,3917.101472,4111.127342,4252.997298,4462.592386,4471.4103,4760.442119,5219.703455,5459.151497,5710.144629
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2761.482257,2863.095264,3024.848975,3152.684313,3396.356064,3625.840978,3856.699238,4068.726588,4211.123268,4372.865577,4561.674598,4735.681824,4882.99439,5114.30069,5374.465417,5466.862338,5487.197114,5794.370261,5808.87283,6061.370991,6011.884819,6358.441348,6994.242773,7301.412874,7631.622852
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4639.039426,4848.555801,5076.164382,5352.507504,5700.049495,6134.16673,6583.351124,7096.387689,7569.253047,7868.148183,8353.456847,8936.992155,9530.290711,9866.016993,10064.67713,10027.5373,10262.59517,10687.64092,11372.0972,11986.47015,11729.36745,12757.07464,14284.92929,15415.70793,16448.27552
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1347.315181,1406.622598,1459.98753,1536.44471,1636.855035,1759.075879,1889.848786,2024.894008,2142.47918,2200.278367,2320.496054,2429.495475,2519.697553,2661.992991,2826.55856,2917.541074,3063.834867,3198.153688,3414.263451,3604.334161,3648.260686,3909.490791,4276.64654,4484.057305,4697.561422
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2090.858069,2199.539104,2277.069748,2461.482516,2681.861168,2936.80322,3220.626929,3508.061832,3633.367832,3886.581977,4206.45986,4454.701532,4819.642882,5014.350566,5191.591499,5425.035991,5800.481494,6144.717144,6714.966399,7150.924235,6966.275428,8050.018575,9207.12743,10323.49987,11159.98565
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30209.46562,32576.92457,35222.02872,36285.1087,38734.44394,40466.23435,44232.10175,46784.08613,44169.09434,41469.8379,43216.98473,45525.71812,46726.21577,48838.77198,52640.78439,71607.45683,73012.81987,80450.35293,86299.34202,92022.5988,97799.92257,116903.6124,136104.4453,124808.3365,130797.4897
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11186.89992,11532.99876,12554.33077,13754.90651,14425.417,15016.26761,15906.85814,17383.71566,17548.67378,17614.67187,18627.8152,19275.43769,17021.37168,16215.2119,16065.15819,14273.54991,15194.78558,15719.4167,15324.06746,13927.51281,15119.30589,15884.42768,17545.62466,18917.09147,19873.88609
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10627.94007,10719.61942,9682.376195,6068.451618,9289.742246,9457.044543,10223.10653,10783.12364,11657.31687,11687.01421,12186.19296,12912.02998,14402.03409,14668.54328,13168.24559,9334.466049,9079.135318,10191.6617,12034.40112,12248.59174,10573.93048,12731.75358,14391.12923,14652.52124,14464.31869
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29782.87381,31885.45107,32607.10588,32701.04895,35617.2136,37322.73993,39700.08171,41472.84494,43728.11406,41862.95993,39768.41696,40936.86783,42004.44761,44409.66895,45996.96875,49214.26486,53480.39719,55638.49206,57197.76762,60523.81794,55796.74547,61610.21327,73426.22778,78194.55586,81924.41147
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25783.17346,25813.2365,26101.32878,24678.39616,26071.0504,25700.98626,26365.57849,28265.87633,28083.83661,28097.19294,29455.82181,31313.9335,32483.74219,34827.36474,34816.24225,35868.97364,38189.16103,39470.86813,40189.991,41325.17837,40955.28562,46162.08227,53564.22789,53401.17823,55690.7391
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27146.32118,28137.05586,28833.02179,29252.90025,29584.80265,30137.81804,32460.55099,34108.77231,35422.34244,34483.7311,34977.99423,36392.28278,36281.10142,36459.29502,36665.68577,37394.4535,40482.563,42142.34354,43386.70059,46661.91052,44435.64344,49825.39341,56247.41559,57902.49613,60881.37264
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6816.410295,7019.017555,7225.942286,7592.609105,7853.864243,8127.37945,8576.53154,8892.782607,8951.506009,8579.589799,8521.288764,8809.361001,8830.650795,9101.414967,9209.585866,9476.149295,9948.041468,10466.48768,10752.74067,10845.01136,9764.352588,10430.69098,11887.77037,12650.9053,12890.26601
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5640.657282,5948.012179,6256.496439,6499.978878,7073.845816,7696.945017,8045.640562,8415.71166,8983.213324,9290.808554,9416.643868,9631.928993,9738.537469,9816.598557,9144.677932,8967.079958,8747.878609,9265.515367,9042.397819,9429.072796,9579.200813,9182.496161,9927.2341,10411.84162,10821.49098
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40906.59457,40596.96866,41444.21574,42141.9353,42678.15114,42425.69468,44355.34872,47395.83916,49896.64369,51685.03875
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7418.196121,8568.087195,9504.450825,10532.4467,11777.11196,13226.1467,14965.77232,16581.22405,17278.47217,17389.01458,18641.80615,20159.93294,21367.21806,23754.1342,23958.11289,22484.36514,23023.08723,23973.06023,25096.12859,28689.27108,29039.82296,32945.85157,35895.08399,38515.1836,40890.93177
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1906.897941,1961.058169,1940.403033,1974.858202,2066.315406,2188.69561,2330.130289,2481.087061,2459.121745,2480.044291,2634.892713,2750.286638,2847.270683,3106.393945,3359.489507,3678.326141,3916.653157,4177.249936,4411.561041,4687.377823,4792.573158,5338.852434,5883.22304,6317.039047,6644.130932
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1861.865597,1986.161358,1998.237881,2158.196674,2343.43044,2385.594465,2508.388448,2769.895085,3031.494071,3096.938141,3075.615543,3278.351022,3588.679888,4000.962958,4228.195148,4153.376699,4603.759642,4953.717551,4777.941754,5304.227583,5178.561967,5736.478834,6577.512177,7298.086126,8012.454644
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1255.640378,1357.426111,1442.464814,1597.882264,1769.76235,2038.145986,2296.768579,2566.147597,2768.792376,2854.032884,2988.504014,3223.102094,3583.482297,3890.948412,4117.788683,4433.643935,4748.124285,5050.063566,5616.98087,6153.994395,5942.453804,6225.532655,6918.816269,7430.730857,7966.873524
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1637.936014,1591.23663,1605.075333,1578.287909,1578.838691,1616.579921,1727.770525,1792.046512,1735.431898,1718.491714,1724.467102,1785.572083,1896.324899,2049.333903,2084.131054,2310.603129,2462.832604,2562.065618,2671.762728,2762.937969,2710.906228,3020.493999,3329.344345,3485.558083,3702.325947
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15256.43059,16235.42466,16619.16551,16225.67441,17275.86399,19500.32366,20676.18808,21301.24003,24102.19938,23384.7351,23691.44779,24550.16519,23457.89389,24624.43623,26755.59698,26877.4665,28214.70993,29578.63116,30794.89865,32482.09442,27326.03606,26896.61771,31870.88138,33979.63036,34846.60353
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19224.42329,20441.45279,22173.48817,22907.16674,24675.28213,26179.34213,27955.29741,30262.04862,31211.05935,30731.40937,33100.74481,33944.25119,35061.55319,35844.22538,37032.17242,39799.55057,41672.62783,43155.91009,45511.08035,46511.2197,47881.49213,51718.25187,55070.83921,56227.42397,58894.99757
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,58702.86727,58552.78386,59713.17217,69752.38411,77226.63676,84968.01976,89075.22452,91434.90438,90337.35679,80110.06981,75184.08659,79036.78574,82089.72613,76812.53873,68336.59915,45267.30853,41862.17393,46565.54995,51370.73206,50703.00013,41461.72356,50651.95753,55043.00226,53025.47109,52443.59692
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8613.982774,8709.577738,8795.83744,9078.103744,9685.734329,10270.43564,11083.21132,11840.96821,12477.60555,12268.63757,13095.90828,13969.41891,14244.84849,14709.92403,15005.77997,14759.6645,14975.91608,15582.83434,16248.34642,16606.52857,15959.7862,17874.27494,19983.49465,20991.45524,21785.00444
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1793.885826,1908.062366,2019.697748,2151.150996,2315.433795,2519.461351,2776.697523,3021.441731,3270.55751,3485.068277,3772.266052,4099.784573,4780.94733,5221.598558,5798.504367,6086.067304,6743.01054,7141.906527,7486.864527,7743.219065,7913.386607,8080.435532,8766.440626,9291.78859,9775.828174
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7937.95653,8289.38389,8586.240407,8914.482779,9609.012826,10019.99415,10312.35333,11355.66298,12415.94001,13586.14448,14703.61532,14974.55344,16121.33524,16315.61377,16139.865,17045.89829,18940.5901,20963.82495,21985.48847,21710.46488,16259.70513,11599.77551,12292.84073,12574.83291,
